ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
410,Friendly,28/03/1920,France,2,1,Belgium,,TRUE
411,Friendly,28/03/1920,Switzerland,3,0,Italy,,TRUE
412,Friendly,05/04/1920,Netherlands,2,0,Denmark,,TRUE
413,British Championship,10/04/1920,England,5,4,Scotland,,TRUE
414,Friendly,13/05/1920,Italy,1,1,Netherlands,,TRUE
415,Friendly,16/05/1920,Switzerland,2,1,Netherlands,,TRUE
416,Friendly,06/06/1920,Sweden,0,1,Switzerland,,TRUE
417,Friendly,13/06/1920,Norway,1,1,Denmark,,TRUE
418,Friendly,27/06/1920,Switzerland,4,1,Germany,,TRUE
419,Copa Premio Honor Uruguayo,18/07/1920,Uruguay,2,0,Argentina,,TRUE
420,Copa Newton,25/07/1920,Argentina,1,3,Uruguay,,TRUE
421,Copa Premio Honor Argentino,08/08/1920,Argentina,1,0,Uruguay,,TRUE
422,Copa America,11/09/1920,Chile,0,1,Brazil,,TRUE
423,Copa America,12/09/1920,Uruguay,1,1,Argentina,,FALSE
424,Copa America,18/09/1920,Brazil,0,6,Uruguay,,FALSE
425,Copa America,20/09/1920,Chile,1,1,Argentina,,TRUE
426,Copa America,25/09/1920,Argentina,2,0,Brazil,,FALSE
427,Friendly,26/09/1920,Austria,3,2,Germany,,TRUE
428,Copa America,03/10/1920,Chile,1,2,Uruguay,,TRUE
429,Friendly,10/10/1920,Sweden,0,2,Denmark,,TRUE
430,British Championship,23/10/1920,England,2,0,Northern Ireland,,TRUE
431,Friendly,24/10/1920,Germany,1,0,Hungary,,TRUE
432,British Championship,12/02/1921,Scotland,2,1,Wales,,TRUE
433,Friendly,20/02/1921,France,1,2,Italy,,TRUE
434,Friendly,06/03/1921,Belgium,3,1,France,,TRUE
435,Friendly,06/03/1921,Italy,2,1,Switzerland,,TRUE
436,British Championship,14/03/1921,Wales,0,0,England,,TRUE
437,Friendly,07/04/1921,Paraguay,3,1,Argentina,,TRUE
438,British Championship,09/04/1921,Scotland,3,0,England,,TRUE
439,British Championship,09/04/1921,Wales,2,1,Northern Ireland,,TRUE
440,Friendly,14/04/1921,Paraguay,2,2,Argentina,,TRUE
441,Friendly,01/05/1921,Switzerland,2,2,Austria,,TRUE
442,Friendly,05/05/1921,Belgium,2,3,Italy,,TRUE
443,Friendly,05/05/1921,Germany,3,3,Austria,,TRUE
444,Friendly,08/05/1921,Netherlands,2,2,Italy,,TRUE
445,Friendly,15/05/1921,Belgium,1,1,Netherlands,,TRUE
446,Friendly,21/05/1921,Belgium,0,2,England,,TRUE
447,Friendly,30/05/1921,Japan,0,3,Philippines,,FALSE
448,Friendly,05/06/1921,Hungary,3,0,Germany,,TRUE
449,Friendly,12/06/1921,Denmark,1,1,Netherlands,,TRUE
450,Friendly,09/07/1921,Canada,0,1,Scotland,,TRUE
451,Friendly,14/09/1921,Costa Rica,7,0,El Salvador,,FALSE
452,Friendly,18/09/1921,Finland,3,3,Germany,,TRUE
453,Friendly,18/09/1921,Guatemala,0,6,Costa Rica,,TRUE
454,Copa America,02/10/1921,Argentina,1,0,Brazil,,TRUE
455,Friendly,02/10/1921,Denmark,3,1,Norway,,TRUE
456,Copa America,09/10/1921,Paraguay,2,1,Uruguay,,FALSE
457,Friendly,09/10/1921,Sweden,0,0,Denmark,,TRUE
458,Copa America,12/10/1921,Brazil,3,0,Paraguay,,FALSE
459,Copa America,16/10/1921,Argentina,3,0,Paraguay,,TRUE
460,British Championship,22/10/1921,Northern Ireland,1,1,England,,TRUE
461,Copa America,23/10/1921,Brazil,1,2,Uruguay,,FALSE
462,Copa America,30/10/1921,Argentina,1,0,Uruguay,,TRUE
463,Friendly,02/11/1921,Uruguay,4,2,Paraguay,,TRUE
464,Friendly,06/11/1921,Switzerland,1,1,Italy,,TRUE
465,Friendly,13/11/1921,France,0,5,Netherlands,,TRUE
466,Friendly,18/12/1921,Hungary,1,0,Poland,,TRUE
467,Friendly,18/12/1921,Spain,3,1,Portugal,,TRUE
468,Friendly,15/01/1922,France,2,1,Belgium,,TRUE
469,British Championship,04/02/1922,Wales,2,1,Scotland,,TRUE
470,British Championship,13/03/1922,England,1,0,Wales,,TRUE
471,Friendly,26/03/1922,Belgium,4,0,Netherlands,,TRUE
472,Friendly,26/03/1922,Germany,2,2,Switzerland,,TRUE
473,British Championship,08/04/1922,England,0,1,Scotland,,TRUE
474,Friendly,15/04/1922,Belgium,0,0,Denmark,,TRUE
475,Friendly,17/04/1922,Netherlands,2,0,Denmark,,TRUE
476,Friendly,23/04/1922,Austria,0,2,Germany,,TRUE
477,Friendly,30/04/1922,France,0,4,Spain,,TRUE
478,Friendly,07/05/1922,Netherlands,1,2,Belgium,,TRUE
479,Friendly,14/05/1922,Poland,0,3,Hungary,,TRUE
480,Friendly,21/05/1922,Italy,4,2,Belgium,,TRUE
481,Friendly,28/05/1922,Sweden,1,2,Poland,,TRUE
482,Friendly,11/06/1922,Austria,7,1,Switzerland,,TRUE
483,Friendly,11/06/1922,Denmark,0,3,Czechoslovakia,,TRUE
484,Friendly,11/06/1922,Norway,7,0,France,,TRUE
485,Friendly,15/06/1922,Hungary,1,1,Switzerland,,TRUE
486,Friendly,17/06/1922,New Zealand,3,1,Australia,,TRUE
487,Friendly,24/06/1922,New Zealand,1,1,Australia,,TRUE
488,Friendly,02/07/1922,Germany,0,0,Hungary,,TRUE
489,Friendly,08/07/1922,New Zealand,3,1,Australia,,TRUE
490,Friendly,03/09/1922,Romania,1,1,Poland,,TRUE
491,Friendly,10/09/1922,Norway,3,3,Denmark,,TRUE
492,Copa America,17/09/1922,Brazil,1,1,Chile,,TRUE
493,Copa America,23/09/1922,Chile,0,2,Uruguay,,FALSE
494,Copa America,24/09/1922,Brazil,1,1,Paraguay,,TRUE
495,Copa America,28/09/1922,Argentina,4,0,Chile,,FALSE
496,Copa America,01/10/1922,Brazil,0,0,Uruguay,,TRUE
497,Friendly,01/10/1922,Denmark,1,2,Sweden,,TRUE
498,Friendly,01/10/1922,Yugoslavia,1,3,Poland,,TRUE
499,Copa America,08/10/1922,Argentina,0,1,Uruguay,,FALSE
500,Copa America,12/10/1922,Paraguay,1,0,Uruguay,,FALSE
501,Copa America,15/10/1922,Brazil,2,0,Argentina,,TRUE
502,Copa America,18/10/1922,Argentina,2,0,Paraguay,,FALSE
503,British Championship,21/10/1922,England,2,0,Northern Ireland,,TRUE
504,Friendly,22/10/1922,Argentina,1,0,Chile,,TRUE
505,Copa America,22/10/1922,Brazil,3,0,Paraguay,,TRUE
506,Copa Roca,22/10/1922,Brazil,2,1,Argentina,,TRUE
507,Friendly,29/10/1922,Brazil,3,1,Paraguay,,TRUE
508,Copa Lipton,12/11/1922,Uruguay,1,0,Argentina,,TRUE
509,Friendly,19/11/1922,Switzerland,5,0,Netherlands,,TRUE
510,Friendly,03/12/1922,Italy,2,2,Switzerland,,TRUE
511,Copa Premio Honor Uruguayo,10/12/1922,Uruguay,1,0,Argentina,,TRUE
512,Copa Newton,17/12/1922,Argentina,2,2,Uruguay,,TRUE
513,Friendly,17/12/1922,Portugal,1,2,Spain,,TRUE
514,Friendly,01/01/1923,Guatemala,2,3,Mexico,,TRUE
515,Friendly,01/01/1923,Italy,3,1,Germany,,TRUE
516,Friendly,04/01/1923,Guatemala,3,1,Mexico,,TRUE
517,Friendly,07/01/1923,Guatemala,1,4,Mexico,,TRUE
518,Friendly,21/01/1923,Switzerland,2,0,Austria,,TRUE
519,Friendly,28/01/1923,Spain,3,0,France,,TRUE
520,Friendly,04/02/1923,Belgium,1,0,Spain,,TRUE
521,Friendly,25/02/1923,Belgium,4,1,France,,TRUE
522,British Championship,05/03/1923,Wales,2,2,England,,TRUE
523,Friendly,11/03/1923,Switzerland,1,6,Hungary,,TRUE
524,British Championship,17/03/1923,Scotland,2,0,Wales,,TRUE
525,Friendly,19/03/1923,England,6,1,Belgium,,TRUE
526,Friendly,02/04/1923,Netherlands,8,1,France,,TRUE
527,British Championship,14/04/1923,Scotland,2,2,England,,TRUE
528,British Championship,14/04/1923,Wales,0,3,Northern Ireland,,TRUE
529,Friendly,22/04/1923,France,2,2,Switzerland,,TRUE
530,Friendly,29/04/1923,Netherlands,1,1,Belgium,,TRUE
531,Friendly,06/05/1923,Czechoslovakia,2,0,Denmark,,TRUE
532,Friendly,10/05/1923,France,1,4,England,,TRUE
533,Friendly,10/05/1923,Germany,0,0,Netherlands,,TRUE
534,Copa Chevallier Boutell,20/05/1923,Argentina,0,2,Paraguay,,TRUE
535,Friendly,21/05/1923,Sweden,2,4,England,,TRUE
536,Friendly,24/05/1923,Japan,1,5,China PR,,TRUE
537,Friendly,24/05/1923,Sweden,1,3,England,,TRUE
538,Copa Chevallier Boutell,25/05/1923,Argentina,1,0,Paraguay,,TRUE
539,Friendly,03/06/1923,Poland,1,2,Yugoslavia,,TRUE
540,Friendly,03/06/1923,Switzerland,1,2,Germany,,TRUE
541,Friendly,09/06/1923,Australia,2,1,New Zealand,,TRUE
542,Friendly,16/06/1923,Australia,2,3,New Zealand,,TRUE
543,Friendly,17/06/1923,Denmark,3,2,Switzerland,,TRUE
544,Friendly,21/06/1923,Norway,2,2,Switzerland,,TRUE
545,Copa Lipton,24/06/1923,Argentina,0,0,Uruguay,,TRUE
546,Friendly,29/06/1923,Sweden,2,1,Germany,,TRUE
547,Friendly,30/06/1923,Australia,1,4,New Zealand,,TRUE
548,Friendly,15/07/1923,Argentina,2,2,Uruguay,,TRUE
549,Copa Premio Honor Uruguayo,22/07/1923,Uruguay,2,2,Argentina,,TRUE
550,Friendly,12/08/1923,Germany,1,2,Finland,,TRUE
551,Friendly,02/09/1923,Poland,1,1,Romania,,TRUE
552,Friendly,23/09/1923,Finland,5,3,Poland,,TRUE
553,Friendly,25/09/1923,Estonia,1,4,Poland,,TRUE
554,Friendly,30/09/1923,Denmark,2,1,Norway,,TRUE
555,Copa Premio Honor Uruguayo,30/09/1923,Uruguay,0,2,Argentina,,TRUE
556,Friendly,14/10/1923,Sweden,1,3,Denmark,,TRUE
557,British Championship,20/10/1923,Northern Ireland,2,1,England,,TRUE
558,Friendly,28/10/1923,France,0,2,Norway,,TRUE
559,Copa America,29/10/1923,Argentina,4,3,Paraguay,,FALSE
560,Friendly,01/11/1923,Belgium,2,2,England,,TRUE
561,Friendly,01/11/1923,Poland,2,2,Sweden,,TRUE
562,Friendly,04/11/1923,Germany,1,0,Norway,,TRUE
563,Copa America,04/11/1923,Uruguay,2,0,Paraguay,,TRUE
564,Copa America,11/11/1923,Brazil,0,1,Paraguay,,FALSE
565,Copa America,18/11/1923,Argentina,2,1,Brazil,,FALSE
566,Friendly,22/11/1923,Brazil,2,0,Paraguay,,FALSE
567,Friendly,25/11/1923,Netherlands,4,1,Switzerland,,TRUE
568,Copa America,25/11/1923,Uruguay,2,1,Brazil,,TRUE
569,Friendly,02/12/1923,Argentina,0,2,Brazil,,TRUE
570,Copa America,02/12/1923,Uruguay,2,0,Argentina,,TRUE
571,Copa Roca,09/12/1923,Argentina,2,0,Brazil,,TRUE
572,Friendly,09/12/1923,Mexico,2,1,Guatemala,,TRUE
573,Friendly,12/12/1923,Mexico,2,0,Guatemala,,TRUE
574,Friendly,16/12/1923,Mexico,3,3,Guatemala,,TRUE
575,Friendly,16/12/1923,Spain,3,0,Portugal,,TRUE
576,Friendly,13/01/1924,France,2,0,Belgium,,TRUE
577,Friendly,13/01/1924,Germany,4,3,Austria,,TRUE
578,British Championship,16/02/1924,Wales,2,0,Scotland,,TRUE
579,British Championship,03/03/1924,England,1,2,Wales,,TRUE
580,Friendly,09/03/1924,Italy,0,0,Spain,,TRUE
581,Friendly,13/03/1924,Catalonia,0,7,Spain,,TRUE
582,British Championship,15/03/1924,Northern Ireland,0,1,Wales,,TRUE
583,Friendly,23/03/1924,Netherlands,1,1,Belgium,,TRUE
584,Friendly,23/03/1924,Switzerland,3,0,France,,TRUE
585,British Championship,12/04/1924,England,1,1,Scotland,,TRUE
586,Friendly,21/04/1924,Netherlands,0,1,Germany,,TRUE
587,Friendly,21/04/1924,Switzerland,2,0,Denmark,,TRUE
588,Friendly,27/04/1924,Belgium,1,1,Netherlands,,TRUE
589,Copa Chevallier Boutell,15/05/1924,Paraguay,1,3,Argentina,,TRUE
590,Friendly,17/05/1924,France,1,3,England,,TRUE
591,Copa Chevallier Boutell,18/05/1924,Paraguay,2,1,Argentina,,TRUE
592,Friendly,18/05/1924,Sweden,5,1,Poland,,TRUE
593,Friendly,18/05/1924,Switzerland,4,2,Hungary,,TRUE
594,Copa Newton,25/05/1924,Argentina,4,0,Uruguay,,TRUE
595,Copa Lipton,25/05/1924,Uruguay,2,0,Argentina,,TRUE
596,Friendly,04/06/1924,France,0,1,Hungary,,TRUE
597,Friendly,07/06/1924,Australia,3,2,Canada,,TRUE
598,Friendly,10/06/1924,Poland,2,3,United States,,TRUE
599,Friendly,14/06/1924,Australia,0,1,Canada,,TRUE
600,Nordic Championship,15/06/1924,Denmark,2,3,Sweden,,TRUE
601,Friendly,15/06/1924,Norway,0,2,Germany,,TRUE
602,Friendly,23/06/1924,Australia,4,1,Canada,,TRUE
603,Friendly,28/06/1924,Australia,0,0,Canada,,TRUE
604,Friendly,29/06/1924,Poland,2,0,Turkey,,TRUE
605,Friendly,12/07/1924,Australia,1,4,Canada,,TRUE
606,Friendly,26/07/1924,Australia,1,0,Canada,,TRUE
607,Friendly,10/08/1924,Poland,1,0,Finland,,TRUE
608,Friendly,31/08/1924,Germany,1,4,Sweden,,TRUE
609,Friendly,31/08/1924,Hungary,4,0,Poland,,TRUE
610,Nordic Championship,14/09/1924,Norway,1,3,Denmark,,TRUE
611,Friendly,21/09/1924,Hungary,4,1,Germany,,TRUE
612,Friendly,21/09/1924,Uruguay,1,1,Argentina,,TRUE
613,Friendly,02/10/1924,Argentina,2,1,Uruguay,,TRUE
614,Friendly,05/10/1924,Denmark,2,1,Belgium,,TRUE
615,Copa America,12/10/1924,Argentina,0,0,Paraguay,,FALSE
616,Copa America,19/10/1924,Uruguay,5,0,Chile,,TRUE
617,British Championship,22/10/1924,England,3,1,Northern Ireland,,TRUE
618,Copa America,25/10/1924,Argentina,2,0,Chile,,FALSE
619,Copa America,26/10/1924,Uruguay,3,1,Paraguay,,TRUE
620,Friendly,02/11/1924,Netherlands,2,1,South Africa,,TRUE
621,Copa America,02/11/1924,Uruguay,0,0,Argentina,,TRUE
622,Friendly,11/11/1924,Belgium,3,0,France,,TRUE
623,Friendly,23/11/1924,Germany,0,1,Italy,,TRUE
624,Friendly,08/12/1924,England,4,0,Belgium,,TRUE
625,Friendly,14/12/1924,Germany,1,1,Switzerland,,TRUE
626,Friendly,21/12/1924,Spain,2,1,Austria,,TRUE
627,British Championship,14/02/1925,Scotland,3,1,Wales,,TRUE
628,British Championship,28/02/1925,Wales,1,2,England,,TRUE
629,Friendly,15/03/1925,Belgium,0,1,Netherlands,,TRUE
630,Friendly,22/03/1925,Austria,2,0,Switzerland,,TRUE
631,Friendly,22/03/1925,Italy,7,0,France,,TRUE
632,Friendly,25/03/1925,Hungary,5,0,Switzerland,,TRUE
633,Friendly,29/03/1925,Netherlands,2,1,Germany,,TRUE
634,British Championship,04/04/1925,Scotland,2,0,England,,TRUE
635,British Championship,18/04/1925,Wales,0,0,Northern Ireland,,TRUE
636,Friendly,19/04/1925,France,0,4,Austria,,TRUE
637,Friendly,19/04/1925,Switzerland,4,1,Netherlands,,TRUE
638,Friendly,03/05/1925,Netherlands,5,0,Belgium,,TRUE
639,Friendly,20/05/1925,China PR,2,0,Japan,,FALSE
640,Friendly,21/05/1925,France,2,3,England,,TRUE
641,Friendly,21/05/1925,Hungary,1,3,Belgium,,TRUE
642,Friendly,24/05/1925,Switzerland,0,0,Belgium,,TRUE
643,Friendly,01/06/1925,Switzerland,0,3,Spain,,TRUE
644,Friendly,14/06/1925,Spain,1,0,Italy,,TRUE
645,Nordic Championship,14/06/1925,Sweden,0,2,Denmark,,TRUE
646,Friendly,18/06/1925,Portugal,1,0,Italy,,TRUE
647,Nordic Championship,21/06/1925,Denmark,5,1,Norway,,TRUE
648,Friendly,21/06/1925,Sweden,1,0,Germany,,TRUE
649,Friendly,26/06/1925,Finland,3,5,Germany,,TRUE
650,Friendly,27/06/1925,Canada,1,0,United States,,TRUE
651,Copa Chevallier Boutell,09/07/1925,Argentina,1,1,Paraguay,,TRUE
652,Copa Chevallier Boutell,12/07/1925,Argentina,1,1,Paraguay,,TRUE
653,Friendly,14/07/1925,Uruguay,0,1,Paraguay,,TRUE
654,Friendly,18/07/1925,Uruguay,0,1,Paraguay,,TRUE
655,Friendly,19/07/1925,Poland,0,2,Hungary,,TRUE
656,Friendly,15/08/1925,Paraguay,1,0,Uruguay,,TRUE
657,Friendly,19/08/1925,Paraguay,0,1,Uruguay,,TRUE
658,Friendly,23/08/1925,Paraguay,0,0,Uruguay,,TRUE
659,Friendly,30/08/1925,Finland,2,2,Poland,,TRUE
660,Friendly,02/09/1925,Estonia,0,0,Poland,,TRUE
661,Friendly,27/09/1925,Austria,0,1,Spain,,TRUE
662,Friendly,27/09/1925,Denmark,3,3,Finland,,TRUE
663,Friendly,02/10/1925,Turkey,1,2,Poland,,TRUE
664,Friendly,04/10/1925,Hungary,0,1,Spain,,TRUE
665,British Championship,24/10/1925,Northern Ireland,0,0,England,,TRUE
666,Friendly,25/10/1925,Netherlands,4,2,Denmark,,TRUE
667,Friendly,25/10/1925,Switzerland,0,4,Germany,,TRUE
668,British Championship,31/10/1925,Wales,0,3,Scotland,,TRUE
669,Friendly,01/11/1925,Poland,2,6,Sweden,,TRUE
670,Friendly,08/11/1925,Switzerland,2,0,Austria,,TRUE
671,Friendly,08/11/1925,United States,6,1,Canada,,TRUE
672,Copa America,29/11/1925,Argentina,2,0,Paraguay,,TRUE
673,Copa America,06/12/1925,Brazil,5,2,Paraguay,,FALSE
674,Copa America,13/12/1925,Argentina,4,1,Brazil,,TRUE
675,Friendly,13/12/1925,Belgium,3,4,Austria,,TRUE
676,Copa America,17/12/1925,Brazil,3,1,Paraguay,,FALSE
677,Copa America,20/12/1925,Argentina,3,1,Paraguay,,TRUE
678,Copa America,25/12/1925,Argentina,2,2,Brazil,,TRUE
679,British Championship,13/02/1926,Northern Ireland,3,0,Wales,,TRUE
680,Friendly,14/02/1926,Belgium,0,2,Hungary,,TRUE
681,British Championship,01/03/1926,England,1,3,Wales,,TRUE
682,Friendly,14/03/1926,Belgium,1,1,Netherlands,,TRUE
683,Friendly,28/03/1926,Netherlands,5,0,Switzerland,,TRUE
684,Friendly,11/04/1926,France,4,3,Belgium,,TRUE
685,British Championship,17/04/1926,England,0,1,Scotland,,TRUE
686,Friendly,18/04/1926,France,4,2,Portugal,,TRUE
687,Friendly,18/04/1926,Germany,4,2,Netherlands,,TRUE
688,Friendly,18/04/1926,Switzerland,1,1,Italy,,TRUE
689,Friendly,25/04/1926,France,1,0,Switzerland,,TRUE
690,Friendly,02/05/1926,Netherlands,1,5,Belgium,,TRUE
691,Friendly,09/05/1926,Italy,3,2,Switzerland,,TRUE
692,Friendly,24/05/1926,Belgium,3,5,England,,TRUE
693,Copa Chevallier Boutell,29/05/1926,Argentina,2,1,Paraguay,,TRUE
694,Friendly,30/05/1926,Austria,4,1,France,,TRUE
695,Copa Chevallier Boutell,03/06/1926,Argentina,2,1,Paraguay,,TRUE
696,Friendly,13/06/1926,Denmark,4,1,Netherlands,,TRUE
697,Friendly,13/06/1926,France,4,1,Yugoslavia,,TRUE
698,Friendly,20/06/1926,Belgium,2,2,France,,TRUE
699,Friendly,20/06/1926,Finland,3,2,Denmark,,TRUE
700,Friendly,20/06/1926,Germany,3,3,Sweden,,TRUE
701,Friendly,04/07/1926,Poland,2,0,Estonia,,TRUE
702,Friendly,08/08/1926,Poland,7,1,Finland,,TRUE
703,Friendly,20/08/1926,Hungary,4,1,Poland,,TRUE
704,Friendly,12/09/1926,Poland,6,1,Turkey,,TRUE
705,Nordic Championship,19/09/1926,Norway,2,2,Denmark,,TRUE
706,Nordic Championship,03/10/1926,Denmark,2,0,Sweden,,TRUE
707,Friendly,03/10/1926,Sweden,3,1,Poland,,TRUE
708,Friendly,10/10/1926,Austria,7,1,Switzerland,,TRUE
709,Copa America,16/10/1926,Argentina,5,0,Bolivia,,FALSE
710,Copa America,17/10/1926,Chile,1,3,Uruguay,,TRUE
711,Copa America,20/10/1926,Argentina,8,0,Paraguay,,FALSE
712,British Championship,20/10/1926,England,3,3,Northern Ireland,,TRUE
713,Copa America,24/10/1926,Argentina,0,2,Uruguay,,FALSE
714,Copa America,28/10/1926,Bolivia,0,6,Uruguay,,FALSE
715,British Championship,30/10/1926,Scotland,3,0,Wales,,TRUE
716,Copa America,31/10/1926,Chile,1,1,Argentina,,TRUE
717,Friendly,31/10/1926,Netherlands,2,3,Germany,,TRUE
718,Copa America,01/11/1926,Paraguay,1,6,Uruguay,,FALSE
719,Friendly,06/11/1926,United States,6,2,Canada,,TRUE
720,Friendly,12/12/1926,Germany,2,3,Switzerland,,TRUE
721,Friendly,19/12/1926,Spain,4,2,Hungary,,TRUE
722,Friendly,26/12/1926,Portugal,3,3,Hungary,,TRUE
723,Friendly,02/01/1927,Belgium,2,3,Czechoslovakia,,TRUE
724,Friendly,30/01/1927,Switzerland,1,5,Italy,,TRUE
725,British Championship,12/02/1927,Wales,3,3,England,,TRUE
726,Friendly,13/03/1927,Belgium,2,0,Netherlands,,TRUE
727,Friendly,16/03/1927,Portugal,4,0,France,,TRUE
728,British Championship,02/04/1927,Scotland,1,2,England,,TRUE
729,Friendly,03/04/1927,Belgium,2,1,Sweden,,TRUE
730,British Championship,09/04/1927,Wales,2,2,Northern Ireland,,TRUE
731,Friendly,17/04/1927,Italy,3,1,Portugal,,TRUE
732,Friendly,17/04/1927,Spain,1,0,Switzerland,,TRUE
733,Friendly,24/04/1927,France,3,3,Italy,,TRUE
734,Friendly,01/05/1927,Netherlands,3,2,Belgium,,TRUE
735,Friendly,11/05/1927,Belgium,1,9,England,,TRUE
736,Friendly,21/05/1927,Luxembourg,2,5,England,,TRUE
737,Friendly,22/05/1927,Austria,4,1,Belgium,,TRUE
738,Friendly,22/05/1927,France,1,4,Spain,,TRUE
739,Friendly,26/05/1927,Czechoslovakia,4,0,Belgium,,TRUE
740,Friendly,26/05/1927,France,0,6,England,,TRUE
741,Friendly,29/05/1927,Italy,2,0,Spain,,TRUE
742,Friendly,29/05/1927,Norway,0,1,Denmark,,TRUE
743,Friendly,29/05/1927,Switzerland,1,4,Austria,,TRUE
744,Friendly,12/06/1927,Denmark,1,1,Netherlands,,TRUE
745,Friendly,12/06/1927,Hungary,13,1,France,,TRUE
746,Friendly,19/06/1927,Romania,3,3,Poland,,TRUE
747,Nordic Championship,19/06/1927,Sweden,0,0,Denmark,,TRUE
748,Friendly,25/06/1927,New Zealand,2,2,Canada,,TRUE
749,Friendly,02/07/1927,New Zealand,1,2,Canada,,TRUE
750,Friendly,09/07/1927,New Zealand,1,0,Canada,,TRUE
751,Copa Newton,14/07/1927,Uruguay,0,1,Argentina,,TRUE
752,Friendly,23/07/1927,New Zealand,1,4,Canada,,TRUE
753,Friendly,27/08/1927,China PR,5,1,Japan,,TRUE
754,Friendly,29/08/1927,Japan,2,1,Philippines,,FALSE
755,Copa Lipton,30/08/1927,Argentina,0,1,Uruguay,,TRUE
756,Friendly,04/09/1927,Sweden,7,0,Belgium,,TRUE
757,Friendly,02/10/1927,Denmark,3,1,Germany,,TRUE
758,British Championship,22/10/1927,Northern Ireland,2,0,England,,TRUE
759,Friendly,23/10/1927,Germany,6,2,Norway,,TRUE
760,British Championship,29/10/1927,Wales,2,2,Scotland,,TRUE
761,Copa America,30/10/1927,Argentina,7,1,Bolivia,,FALSE
762,Nordic Championship,30/10/1927,Denmark,3,1,Norway,,TRUE
763,Copa America,01/11/1927,Peru,0,4,Uruguay,,TRUE
764,Copa America,06/11/1927,Bolivia,0,9,Uruguay,,FALSE
765,Friendly,06/11/1927,Switzerland,2,2,Sweden,,TRUE
766,Friendly,13/11/1927,Netherlands,1,0,Sweden,,TRUE
767,Copa America,20/11/1927,Argentina,3,2,Uruguay,,FALSE
768,Friendly,20/11/1927,Germany,2,2,Netherlands,,TRUE
769,Copa America,27/11/1927,Peru,1,5,Argentina,,TRUE
770,British Championship,28/11/1927,England,1,2,Wales,,TRUE
771,Friendly,10/12/1927,Chile,2,3,Uruguay,,TRUE
772,International Cup,01/01/1928,Italy,3,2,Switzerland,,TRUE
773,Friendly,08/01/1928,Belgium,1,2,Austria,,TRUE
774,Friendly,08/01/1928,Portugal,2,2,Spain,,TRUE
775,British Championship,04/02/1928,Northern Ireland,1,2,Wales,,TRUE
776,Friendly,12/02/1928,Belgium,2,4,Republic of Ireland,,TRUE
777,Friendly,21/02/1928,France,4,0,Northern Ireland,,TRUE
778,Friendly,11/03/1928,Netherlands,1,1,Belgium,,TRUE
779,Friendly,11/03/1928,Switzerland,4,3,France,,TRUE
780,British Championship,31/03/1928,England,1,5,Scotland,,TRUE
781,Friendly,01/04/1928,Belgium,1,0,Netherlands,,TRUE
782,Friendly,01/04/1928,Portugal,0,0,Argentina,,TRUE
783,Friendly,15/04/1928,France,2,3,Belgium,,TRUE
784,Friendly,15/04/1928,Portugal,4,1,Italy,,TRUE
785,Friendly,15/04/1928,Switzerland,2,3,Germany,,TRUE
786,Friendly,22/04/1928,Netherlands,2,0,Denmark,,TRUE
787,Friendly,22/04/1928,Spain,1,1,Italy,,TRUE
788,Friendly,29/04/1928,France,1,1,Portugal,,TRUE
789,Friendly,06/05/1928,Switzerland,2,1,Netherlands,,TRUE
